id,phoneNo,location,occupation,certification,age,gender,type,availabilityPreference,availability,minimumWage,experience,clientsAttended,aadharCard,doorstepService ,references,liscenced,shoppingliscence
77,8510584253,Balewadi,Electrician,true,27,Male,Part Time,Afternoon,Afternoon,2500,3,35,223109185569,yes,true,false,true
78,7076140231,Balewadi,Hairdresser,true,20,Female,Full Time,Morning,Whole Day,6000,7,51,098999409643,no,true,false,false
79,8426954406,Balewadi,Janitor,true,28,Male,Part Time,Afternoon,Afternoon,5500,9,60,361958120837,no,false,false,false
80,7159681033,Balewadi,Maid,false,30,Female,Part Time,Morning,Morning,2500,3,38,216947563511,yes,true,false,false
81,8541989224,Balewadi,Mehndi Artist,false,34,Female,Full Time,Evening,Whole Day,5000,6,48,916385898910,no,false,false,true
82,8396590682,Balewadi,Painter,false,39,Male,Full Time,Evening,Whole Day,2500,1,12,825722108179,no,false,false,true
83,7894183843,Balewadi,Plumber,false,30,Male,Part Time,Afternoon,Afternoon,5500,8,55,830470704896,yes,false,false,false
84,9739026355,Balewadi,Receptionist,false,35,Female,Part Time,Evening,Evening,8500,9,57,610676124519,no,false,false,true
85,7272419030,Balewadi,Security Guard,false,19,Male,Full Time,Evening,Whole Day,8500,9,49,714204236693,yes,false,false,true
86,7822188890,Balewadi,Tailor,true,31,Male,Full Time,Morning,Whole Day,8500,10,54,814340821306,no,true,false,true
87,9806618593,Balewadi,Waiter,false,39,Male,Full Time,Evening,Whole Day,3000,2,5,525774594116,no,false,false,true
88,9446382954,Balewadi,Waitress,false,19,Female,Full Time,Morning,Whole Day,4500,1,15,760308511418,no,true,false,false
89,8299603864,Balewadi,Worker,false,32,Male,Part Time,Evening,Evening,10000,8,49,967677612899,yes,true,false,true
90,9926594398,Balewadi,Salesperson,false,30,Female,Part Time,Afternoon,Afternoon,4500,1,13,240754230640,no,false,false,true
91,8254484201,Balewadi,Delivery Boy,true,19,Male,Full Time,Morning,Whole Day,7500,10,55,144571272164,yes,false,false,false
92,9551780844,Balewadi,Mechanic,true,38,Male,Part Time,Afternoon,Afternoon,6000,9,45,410106081975,yes,true,false,true
93,8704391804,Baner,Accountant,false,21,Male,Part Time,Evening,Evening,4500,3,33,826802924030,no,true,false,false
94,7229429591,Baner,Brick mason,true,33,Male,Part Time,Morning,Morning,2000,4,36,543529759212,no,true,false,true
95,8467977538,Baner,Carpenter,true,21,Male,Full Time,Evening,Whole Day,3000,1,19,065373302316,yes,false,false,true
96,7072637320,Baner,Cashier,true,25,Male,Full Time,Afternoon,Whole Day,4500,3,34,122685785412,no,true,false,false
97,9336876652,Baner,Childcare Worker,true,26,Female,Part Time,Morning,Morning,7000,8,58,822944847037,yes,false,false,false
98,9706031294,Baner,Cook,true,39,Male,Part Time,Evening,Evening,7000,6,46,894678867566,yes,false,false,false
99,9098587629,Baner,Driver,false,31,Male,Part Time,Morning,Morning,2000,1,15,208658865717,yes,false,false,true
100,7299877782,Baner,Electrician,false,25,Male,Part Time,Afternoon,Afternoon,6500,6,42,262803078058,yes,false,false,false
101,9387474682,Baner,Hairdresser,true,37,Female,Part Time,Morning,Morning,3500,2,5,680727405707,no,false,false,true
102,7353025434,Baner,Janitor,true,18,Male,Full Time,Afternoon,Whole Day,3500,1,14,878915211591,no,false,false,false
103,9907853262,Baner,Maid,false,30,Female,Part Time,Afternoon,Afternoon,8500,6,47,220344299165,yes,false,false,true
104,9350138159,Baner,Mehndi Artist,true,26,Female,Part Time,Evening,Evening,8000,8,52,707553253161,no,true,false,false
105,8686852464,Baner,Painter,true,29,Male,Full Time,Afternoon,Whole Day,10000,10,59,436880882096,no,false,false,false
106,8648985494,Baner,Plumber,false,36,Male,Part Time,Evening,Evening,4500,1,20,370650519552,yes,true,false,true
107,9807684293,Baner,Receptionist,true,25,Male,Part Time,Evening,Evening,8000,7,42,983755457345,no,false,false,false
108,9815037129,Baner,Security Guard,false,31,Male,Part Time,Morning,Morning,10000,10,55,264137524619,yes,true,false,false
109,9048500686,Baner,Tailor,true,38,Male,Full Time,Afternoon,Whole Day,6000,6,57,490989559820,no,true,false,false
110,7702546915,Baner,Waiter,true,37,Male,Part Time,Evening,Evening,4500,5,40,931448920632,no,false,false,true
111,7604033565,Baner,Waitress,true,24,Female,Part Time,Morning,Morning,7500,9,46,284475056373,no,true,false,false
112,7345666908,Baner,Worker,false,33,Male,Part Time,Morning,Morning,7500,9,47,314930893334,yes,false,false,false
113,9562536274,Baner,Salesperson,false,33,Male,Part Time,Morning,Morning,9500,6,44,076426951898,no,true,false,false
114,9332949227,Baner,Delivery Boy,false,28,Male,Full Time,Afternoon,Whole Day,8500,7,45,251228958271,yes,true,false,true
115,9667833532,Baner,Mechanic,false,20,Male,Full Time,Afternoon,Whole Day,4000,5,38,189794488121,yes,true,false,true
116,9324909187,Bavdhan,Accountant,false,31,Male,Full Time,Afternoon,Whole Day,6000,10,45,847376919653,no,true,false,false
117,8376557043,Bavdhan,Brick mason,true,34,Male,Part Time,Evening,Evening,5500,7,58,430731175823,no,false,false,false
118,7517240481,Bavdhan,Carpenter,true,39,Male,Full Time,Morning,Whole Day,8000,9,46,480592297089,yes,false,false,true
119,7787000445,Bavdhan,Cashier,false,35,Female,Part Time,Evening,Evening,7500,7,59,131062580652,no,true,false,true
120,9954051087,Bavdhan,Childcare Worker,true,25,Female,Full Time,Evening,Whole Day,9500,6,48,875505156633,yes,true,false,true
121,8436700568,Bavdhan,Cook,true,25,Male,Part Time,Morning,Morning,8500,8,55,296635845367,yes,true,false,true
122,7209371139,Bavdhan,Driver,false,35,Male,Full Time,Morning,Whole Day,6000,7,53,400344831267,yes,true,false,false
123,9796241902,Bavdhan,Electrician,true,28,Male,Part Time,Morning,Morning,5500,9,54,456700310925,yes,true,false,true
124,8503313693,Bavdhan,Hairdresser,false,21,Female,Part Time,Evening,Evening,3500,4,30,837704613622,no,false,false,false
125,9354891419,Bavdhan,Janitor,false,26,Male,Full Time,Evening,Whole Day,7500,8,44,441451493636,no,false,false,false
126,7072983454,Bavdhan,Maid,false,21,Female,Full Time,Morning,Whole Day,6500,8,59,655815739243,yes,true,false,true
127,9164447771,Bavdhan,Mehndi Artist,true,27,Female,Part Time,Morning,Morning,5500,10,52,962653544303,no,false,false,true
128,9388620805,Bavdhan,Painter,false,33,Male,Full Time,Morning,Whole Day,3500,4,20,269382614872,no,false,false,true
129,7160690710,Bavdhan,Plumber,true,35,Male,Full Time,Evening,Whole Day,9000,10,60,436455091196,yes,false,false,true
130,8701435280,Bavdhan,Receptionist,true,20,Male,Part Time,Afternoon,Afternoon,9500,10,55,424514049077,no,true,false,true
131,8065670565,Bavdhan,Security Guard,false,39,Male,Part Time,Afternoon,Afternoon,4500,2,14,474447230693,yes,true,false,false
132,9692800407,Bavdhan,Tailor,false,20,Male,Full Time,Afternoon,Whole Day,4000,4,25,804441454510,no,true,false,true
133,7193720159,Bavdhan,Waiter,true,33,Male,Full Time,Morning,Whole Day,7000,7,43,520870134716,no,false,false,false
134,9568404194,Bavdhan,Waitress,true,33,Female,Full Time,Evening,Whole Day,6500,7,41,267942113091,no,true,false,true
135,9863889902,Bavdhan,Worker,false,38,Male,Full Time,Morning,Whole Day,7000,10,55,928820480479,yes,true,false,false
136,9537922656,Bavdhan,Salesperson,false,36,Male,Full Time,Evening,Whole Day,8500,8,49,074004395019,no,true,false,true
137,9660370718,Bavdhan,Delivery Boy,true,22,Male,Full Time,Evening,Whole Day,9000,6,53,371977378512,yes,false,false,true
138,9522767283,Bavdhan,Mechanic,true,32,Male,Full Time,Evening,Whole Day,3000,5,34,475443797786,yes,false,false,true
139,7791218254,Camp,Accountant,true,31,Male,Full Time,Morning,Whole Day,3000,2,12,580886021409,no,true,false,false
140,9725618589,Camp,Brick mason,false,26,Male,Full Time,Afternoon,Whole Day,8500,8,47,795077375292,no,false,false,false
141,9040591823,Camp,Carpenter,true,22,Male,Full Time,Morning,Whole Day,8000,6,46,574237048348,yes,false,false,true
142,7533788935,Camp,Cashier,true,21,Male,Full Time,Afternoon,Whole Day,2000,2,16,515315513092,no,false,false,true
143,7548011766,Camp,Childcare Worker,true,30,Female,Full Time,Morning,Whole Day,9000,9,50,111316375318,yes,true,false,false
144,9813911595,Camp,Cook,true,21,Male,Part Time,Afternoon,Afternoon,7500,7,55,106713658834,yes,true,false,true
145,7617847995,Camp,Driver,true,28,Male,Full Time,Afternoon,Whole Day,4000,3,23,562140649344,yes,true,false,false
146,9154863838,Camp,Electrician,true,20,Male,Part Time,Evening,Evening,6500,7,49,717849745449,yes,true,false,false
147,7220128739,Camp,Hairdresser,false,20,Female,Full Time,Afternoon,Whole Day,3500,3,23,369286013689,no,false,false,true
148,8300257337,Camp,Janitor,true,23,Male,Full Time,Morning,Whole Day,3000,5,22,229462047094,no,false,false,true
149,7929031051,Camp,Maid,true,35,Female,Full Time,Afternoon,Whole Day,10000,10,53,926582216494,yes,false,false,false
150,7311123560,Camp,Mehndi Artist,false,35,Female,Part Time,Afternoon,Afternoon,2000,5,28,598870597257,no,true,false,false
151,7431763381,Camp,Painter,false,36,Male,Full Time,Morning,Whole Day,2500,4,22,504697460626,no,false,false,true
152,8817802799,Camp,Plumber,false,34,Male,Part Time,Morning,Morning,2500,1,20,289896705604,yes,true,false,false
153,9578771804,Camp,Receptionist,false,25,Female,Full Time,Morning,Whole Day,5500,8,53,242431059679,no,false,false,false
154,9548438607,Camp,Security Guard,false,23,Male,Part Time,Afternoon,Afternoon,5500,10,43,509917134766,yes,false,false,false
155,7496305141,Camp,Tailor,false,34,Male,Full Time,Morning,Whole Day,5500,8,55,181086370190,no,true,false,false
156,8481021826,Camp,Waiter,false,38,Male,Part Time,Morning,Morning,6500,7,41,020552418414,no,true,false,false
157,7744903354,Camp,Waitress,false,33,Female,Part Time,Afternoon,Afternoon,4000,3,26,225115485817,no,false,false,true
158,9731424259,Camp,Worker,false,35,Male,Part Time,Afternoon,Afternoon,8500,6,45,639925692938,yes,false,false,false
159,9333409405,Camp,Salesperson,true,39,Male,Full Time,Afternoon,Whole Day,2000,4,30,365649547993,no,false,false,false
160,9830692612,Camp,Delivery Boy,false,28,Male,Part Time,Afternoon,Afternoon,5000,10,42,163906789360,yes,false,false,true
161,9198278988,Camp,Mechanic,true,22,Male,Full Time,Evening,Whole Day,9500,6,46,764913205618,yes,false,false,true
162,9768925595,Chinchwad,Accountant,false,20,Female,Part Time,Afternoon,Afternoon,5000,10,56,655228236484,no,true,false,false
163,7205031824,Chinchwad,Brick mason,true,28,Male,Full Time,Evening,Whole Day,8000,6,45,908743370416,no,false,false,true
164,8454768828,Chinchwad,Carpenter,false,36,Male,Full Time,Afternoon,Whole Day,2500,1,8,155436775667,yes,true,false,true
165,7758273215,Chinchwad,Cashier,false,39,Female,Full Time,Evening,Whole Day,2000,4,39,790309198313,no,true,false,true
166,7824885329,Chinchwad,Childcare Worker,false,30,Female,Part Time,Morning,Morning,9000,7,51,388260076971,yes,true,false,false
167,7157013875,Chinchwad,Cook,false,35,Male,Part Time,Afternoon,Afternoon,2000,1,18,517431581437,yes,false,false,true
168,9532113546,Chinchwad,Driver,false,28,Male,Part Time,Afternoon,Afternoon,4000,1,5,363878502803,yes,true,false,true
169,9123895390,Chinchwad,Electrician,true,27,Male,Part Time,Afternoon,Afternoon,8000,8,47,791319081610,yes,true,false,false
170,8781388377,Chinchwad,Hairdresser,true,22,Female,Full Time,Morning,Whole Day,8500,10,48,699994070987,no,true,false,false
171,7555957988,Chinchwad,Janitor,false,26,Male,Full Time,Evening,Whole Day,2000,2,6,560525677770,no,true,false,true
172,9823716348,Chinchwad,Maid,true,20,Female,Part Time,Evening,Evening,4000,1,7,437294530813,yes,false,false,false
173,9820331711,Chinchwad,Mehndi Artist,false,32,Female,Full Time,Evening,Whole Day,9500,8,49,205844882427,no,false,false,true
174,9476280644,Chinchwad,Painter,false,30,Male,Full Time,Evening,Whole Day,8000,9,47,573009189113,no,false,false,true
175,8702402705,Chinchwad,Plumber,true,35,Male,Full Time,Afternoon,Whole Day,5000,8,55,553973879347,yes,false,false,false
176,9351962293,Chinchwad,Receptionist,true,35,Female,Part Time,Morning,Morning,4000,2,7,189987193136,no,true,false,true
177,9677186651,Chinchwad,Security Guard,false,32,Male,Part Time,Afternoon,Afternoon,9000,7,60,385062332743,yes,false,false,false
178,8074993313,Chinchwad,Tailor,false,40,Male,Full Time,Afternoon,Whole Day,7000,9,58,385433248257,no,true,false,true
179,9349767291,Chinchwad,Waiter,true,24,Male,Full Time,Morning,Whole Day,6500,8,59,742104387588,no,true,false,false
180,7700777565,Chinchwad,Waitress,true,28,Female,Full Time,Morning,Whole Day,3500,5,22,800873645528,no,true,false,true
181,7808636003,Chinchwad,Worker,false,35,Male,Full Time,Afternoon,Whole Day,5000,7,56,896104820832,yes,true,false,true
182,9672675114,Chinchwad,Salesperson,false,18,Male,Part Time,Morning,Morning,9500,7,55,630089169957,no,false,false,false
183,7441468278,Chinchwad,Delivery Boy,true,19,Male,Part Time,Morning,Morning,7500,6,55,549528442855,yes,true,false,false
184,7950929449,Chinchwad,Mechanic,false,26,Male,Full Time,Afternoon,Whole Day,5500,6,52,559554895720,yes,false,false,false
185,9015467166,Dattawadi,Accountant,true,29,Male,Full Time,Evening,Whole Day,4000,5,20,252686540460,no,true,false,true
186,9585712155,Dattawadi,Brick mason,false,28,Male,Full Time,Morning,Whole Day,3000,4,36,053793238114,no,true,false,false
187,8576418007,Dattawadi,Carpenter,true,28,Male,Full Time,Afternoon,Whole Day,9000,6,49,786324635528,yes,false,false,false
188,8349148143,Dattawadi,Cashier,true,38,Male,Full Time,Morning,Whole Day,7500,9,42,089447557961,no,false,false,true
189,9483267771,Dattawadi,Childcare Worker,true,33,Female,Part Time,Evening,Evening,9500,8,53,721665301998,yes,true,false,true
190,8228695433,Dattawadi,Cook,true,31,Male,Full Time,Afternoon,Whole Day,6000,9,47,473834073752,yes,false,false,false
191,8061923830,Dattawadi,Driver,false,20,Male,Part Time,Afternoon,Afternoon,5000,8,54,912219546609,yes,false,false,true
192,8787753985,Dattawadi,Electrician,true,32,Male,Part Time,Afternoon,Afternoon,7500,6,56,446680988397,yes,false,false,true
193,9348830863,Dattawadi,Hairdresser,true,24,Female,Part Time,Evening,Evening,2500,4,39,097474796398,no,true,false,true
194,7523546456,Dattawadi,Janitor,false,33,Male,Full Time,Evening,Whole Day,8500,6,48,183205702922,no,true,false,true
195,8125004775,Dattawadi,Maid,true,22,Female,Part Time,Morning,Morning,3000,4,25,102420427887,yes,false,false,true
196,7995188887,Dattawadi,Mehndi Artist,true,33,Female,Full Time,Morning,Whole Day,3000,3,21,463374255261,no,false,false,true
197,7138277614,Dattawadi,Painter,false,32,Male,Part Time,Afternoon,Afternoon,3000,5,27,849213115141,no,true,false,false
198,9885168442,Dattawadi,Plumber,false,38,Male,Part Time,Afternoon,Afternoon,7500,9,58,065781156770,yes,false,false,false
199,9104003269,Dattawadi,Receptionist,true,23,Male,Full Time,Afternoon,Whole Day,4000,3,29,764035243326,no,false,false,true
200,8034332712,Dattawadi,Security Guard,true,24,Male,Part Time,Afternoon,Afternoon,7500,9,57,882168662219,yes,true,false,true
201,7511316591,Dattawadi,Tailor,false,27,Male,Full Time,Evening,Whole Day,5500,6,47,140845856122,no,true,false,false
202,7542131786,Dattawadi,Waiter,true,21,Male,Full Time,Morning,Whole Day,9000,7,51,111232090411,no,true,false,false
203,9251627103,Dattawadi,Waitress,true,34,Female,Part Time,Evening,Evening,4500,5,31,622628318044,no,true,false,false
204,9652169737,Dattawadi,Worker,true,34,Male,Full Time,Afternoon,Whole Day,5000,8,46,183843031633,yes,true,false,false
205,9075181103,Dattawadi,Salesperson,true,21,Male,Part Time,Evening,Evening,5500,6,46,482998560939,no,true,false,false
206,8457819361,Dattawadi,Delivery Boy,true,19,Male,Part Time,Afternoon,Afternoon,3000,2,13,206587629678,yes,false,false,true
207,8230275855,Dattawadi,Mechanic,false,28,Male,Full Time,Afternoon,Whole Day,2500,5,37,479517735217,yes,false,false,true
208,9395437965,Deccan,Accountant,false,25,Female,Part Time,Morning,Morning,7500,6,45,068752387775,no,true,false,false
209,7368922054,Deccan,Brick mason,true,24,Male,Part Time,Morning,Morning,6500,8,54,883186896410,no,true,false,false
210,9558440765,Deccan,Carpenter,true,29,Male,Part Time,Afternoon,Afternoon,4500,3,40,199841773877,yes,true,false,true
211,9530201938,Deccan,Cashier,false,36,Male,Full Time,Morning,Whole Day,4000,5,31,959295207201,no,false,false,true
212,9060508298,Deccan,Childcare Worker,false,26,Female,Part Time,Evening,Evening,3000,2,11,712531209692,yes,true,false,true
213,9454164333,Deccan,Cook,false,20,Male,Part Time,Evening,Evening,3500,3,29,979947763248,yes,true,false,false
214,9909585128,Deccan,Driver,true,39,Male,Part Time,Evening,Evening,8500,8,46,920228029105,yes,false,false,true
215,8409273174,Deccan,Electrician,false,36,Male,Full Time,Evening,Whole Day,3500,3,25,325449808711,yes,true,false,true
216,7090867341,Deccan,Hairdresser,true,27,Female,Full Time,Morning,Whole Day,3500,5,35,036457927335,no,true,false,true
217,9137896021,Deccan,Janitor,false,23,Male,Part Time,Afternoon,Afternoon,9000,10,45,102466648711,no,true,false,false
218,8841622518,Deccan,Maid,true,31,Female,Part Time,Evening,Evening,5000,8,54,866297403639,yes,false,false,false
219,7222489065,Deccan,Mehndi Artist,false,19,Female,Part Time,Evening,Evening,5500,7,55,858563246486,no,false,false,true
220,9523407114,Deccan,Painter,false,18,Male,Full Time,Evening,Whole Day,7000,7,49,992534022074,no,false,false,true
221,7475302936,Deccan,Plumber,false,23,Male,Part Time,Evening,Evening,7000,6,40,856856330186,yes,true,false,true
222,9248976732,Deccan,Receptionist,true,36,Female,Part Time,Morning,Morning,6000,6,45,176724107889,no,false,false,true
223,7171700608,Deccan,Security Guard,true,25,Male,Part Time,Evening,Evening,8000,10,44,846650905095,yes,true,false,true
224,7932163675,Deccan,Tailor,false,25,Male,Full Time,Evening,Whole Day,7500,8,46,863497754089,no,true,false,true
225,8521529452,Deccan,Waiter,false,36,Male,Part Time,Evening,Evening,7000,8,59,324164460807,no,true,false,false
226,7968670511,Deccan,Waitress,false,40,Female,Full Time,Evening,Whole Day,2500,4,23,015381903902,no,true,false,false
227,9961630739,Deccan,Worker,false,30,Male,Part Time,Evening,Evening,8500,10,50,460917978144,yes,false,false,true
